character,hun_eum,components_norm,components_detail,comp_status,title,link,content
因,인할 인,,,none,인할 인(因),http://tonghanja.com/%ec%9d%b8%ed%95%a0-%ec%9d%b8%e5%9b%a0/,"因 .5급 배경(囗)과 인물(大)은? 배경과 인물로 인하여 사건이 생기니, 배경 과 인물 은 ‘ 인함 ’이지요. 인할 인 인 함 (因 함 : 어떤 것의 원인이 됨 ) , 원인(原因), 기인(起因)"
課,매길 과,果言,言(말씀(말) 언) 果(열매 과),ok,매길 과(課),http://tonghanja.com/%eb%a7%a4%ea%b8%b8-%ea%b3%bc%e8%aa%b2/,"課 .5급Ⅱ 言: 말씀(말) 언 果: 열매 과 열매(果)에 관해 말(言)하는 것은? 열매 의 품질이나 수량에 관해 말 하는 것은 세금 등을 ‘ 매김 ’이지요. 매길 과 부 과 ( 賦 課: 세금 등을 매기어 부담하게 함 ) , 과세(課稅), 과업(課業)"
果,열매 과,木田,田(모양) 木(나무 목),ok,열매 과(果),http://tonghanja.com/%ec%97%b4%eb%a7%a4-%ea%b3%bc%e6%9e%9c/,"果 .6급Ⅱ 田: 모양 木: 나무 목 열매들(田)인데 나무(木)에서 열리는 것은? 열매들 인데 나무 에서 열리는 것은 ‘ 열매 ’이지요. 열매 과 실 과 ( 實 果: 열매 ) , 과실(果實), 결과(結果)"
眠,잘 면,民目,目(눈 목) 民(백성 민),ok,잘 면(眠),http://tonghanja.com/%ec%9e%98-%eb%a9%b4%e7%9c%a0/,"眠 .3급Ⅱ 目: 눈 목 民: 백성 민 눈(目)을 백성(民)처럼 안 보이게 하는 것은? 눈 을 백성 처럼 안 보이게 하는 것은 눈을 감고 ‘ 잠 ’이지요. 잘 면 수 면 ( 睡 眠: 잠) , 숙면(熟眠), 영면(永眠)"
民,백성 민,,,none,백성 민(民),http://tonghanja.com/%eb%b0%b1%ec%84%b1-%eb%af%bc%e6%b0%91/,"民 .8급 눈( )을 바늘( )로 찌르는 이는? ‘ 民 ’은 눈 을 바늘 (針)로 찔러 안 보이게 하는 이인 ‘ 노예 ’를 나타낸 글자였으나, 후에 피지배계층인 ‘ 백성 (百姓)’을 뜻하게 되었답니다. 백성 민 국 민 ( 國 民: 나라의 백성) , 시민(市民), 민족(民族) * 고대 중국에서는 전쟁 포로를 노예로 삼을 때 반란을 방지하기 위해 한쪽 눈을 찔러 실명시키는 관습이 있었답니다."
抵,막을 저,手氐,扌(손 수) 氐(근본(밑) 저),ok,막을 저(抵),http://tonghanja.com/%eb%a7%89%ec%9d%84-%ec%a0%80%e6%8a%b5/,"抵 .3급Ⅱ 扌: 손 수 氐: 근본(밑) 저 손(扌)의 밑(氐) 부분으로 하는 것은? 손 의 밑 부분인 손바닥으로 하는 것은 대상을 ‘ 막음 ’이지요. 막을 저 저 항 (抵 抗 : 막음) , 저당(抵當), 저촉(抵觸)"
低,낮을 저,人氐,亻(사람 인) 氐(근본(밑) 저),ok,낮을 저(低),http://tonghanja.com/%eb%82%ae%ec%9d%84-%ec%a0%80%e4%bd%8e/,"低 .4급Ⅱ 亻: 사람 인 氐: 근본(밑) 저 사람(亻)이 밑(氐)에 있는 것은? 사람 이 밑 에 있는 것은 계급 등이 ‘ 낮음 ’이지요. 낮을 저 저 급 (低 級 : 급이 낮음) , 저질(低質), 저렴(低廉)"
底,밑 저,广氐,广(집 엄) 氐(근본(밑) 저),ok,밑 저(底),http://tonghanja.com/%eb%b0%91-%ec%a0%80%e5%ba%95/,"底 .4급 广: 집 엄 氐: 근본(밑) 저 집(广)의 밑(氐)은? 집 의 밑 은 ‘ 밑 ’이지요. 밑 저 기 저 ( 基 底: 기초가 되는 밑 부분 ) , 근저(根底), 저변(底邊)"
氐,근본 저,氏,氏(성씨(뿌리)) 씨(부분을 나타내는 선),ok,근본 저(氐),http://tonghanja.com/%ea%b7%bc%eb%b3%b8-%ec%a0%80%e6%b0%90/,"氐 .특급 氏: 성씨(뿌리) 씨 : 부분을 나타내는 선 뿌리(氏) 부분( )은? ‘ 氐 ’는 초목의 뿌리 부분 인 ‘ 밑 ’을 나타낸 글자였으나, 후에 ‘ 근본 (根本)’을 뜻하게 되었답니다. 근본 저"
婚,혼인할 혼,女昏,女(여자 녀) 昏(어두울 혼),ok,혼인할 혼(婚),http://tonghanja.com/%ed%98%bc%ec%9d%b8%ed%95%a0-%ed%98%bc%e5%a9%9a/,"婚 .4급 女: 여자 녀 昏: 어두울 혼 여자(女)와 어두울(昏) 때 동침하는 것은? 여자 와 어두울 때 동침하는 것은 남녀가 ‘ 혼인함 ’이지요. 혼인할 혼 혼 인 (婚 姻 : 남녀가 부부가 되는 일 ) , 혼례(婚禮), 결혼(結婚)"
昏,어두울 혼,日氏,氏(성씨(뿌리) 씨) 日(날(해) 일),ok,어두울 혼(昏),http://tonghanja.com/%ec%96%b4%eb%91%90%ec%9a%b8-%ed%98%bc%e6%98%8f/,"昏 .3급 氏: 성씨(뿌리) 씨 日: 날(해) 일 뿌리(氏) 밑으로 해(日)가 들어가면? 뿌리 밑으로 해 가 들어가면 날이 ‘ 어두움 ’이지요. 어두울 혼 황 혼 ( 黃 昏: 해 질 무렵의 누렇고 어두운 때 또는 그 빛 ) , 혼수(昏睡), 혼미(昏迷)"
紙,종이 지,氏糸,糸(실 사) 氏(성씨(뿌리) 씨),ok,종이 지(紙),http://tonghanja.com/%ec%a2%85%ec%9d%b4-%ec%a7%80%e7%b4%99/,"紙 .7급 糸: 실 사 氏: 성씨(뿌리) 씨 실(糸)을 뿌리(氏)처럼 얽어 만드는 것은? ‘ 실 ’ 즉 ‘섬유’를 뿌리 처럼 얽어서 만드는 것은 ‘ 종이 ’이지요. 종이 지 백 지 ( 白 紙: 흰 종이) , 용지(用紙), 휴지(休紙)"
氏,성씨 씨,,,none,성씨 씨(氏),http://tonghanja.com/%ec%84%b1%ec%94%a8-%ec%94%a8%e6%b0%8f/,"氏 .4급 뿌리(氏) 같은 것은? 초목의 뿌리 같은 것은 사람의 뿌리인 ‘ 성씨 ’이지요. 성씨 씨 성 씨 ( 姓 氏: 성(姓)을 높여 이르는 말 ) , 씨족(氏族) * ‘氏’는 김씨(金氏), 이씨(李氏), 박씨(朴氏) 할 때의 ‘씨’입니다."
屬,붙일 속,蜀,급(똥물 서) 蜀(애벌레 촉),ok,붙일 속(屬),http://tonghanja.com/%eb%b6%99%ec%9d%bc-%ec%86%8d%e5%b1%ac/,"屬 .4급 : 똥물 서 蜀: 애벌레 촉 똥물( )에 애벌레(蜀)가 하는 것은? 똥물 에 구더기 따위의 애벌레 가 하는 것은 몸을 ‘ 붙임 ’이지요. 붙일 속 속 함 (屬 함 : 어떤 곳에 몸을 붙임 ) , 소속(所屬), 종속(從屬) * 몸을 붙이다: 어떤 곳에 몸을 의지하여 생활하다."
遲,더딜 지,牛辵,급(똥물 서) 牛(소 우) 辶(갈 착),ok,더딜 지(遲),http://tonghanja.com/%eb%8d%94%eb%94%9c-%ec%a7%80%e9%81%b2/,"遲 .3급 : 똥물 서 牛: 소 우 辶: 갈 착 똥물( )을 소(牛)가 싸면서 가는(辶) 것은? 똥물 을 소 가 한 번 싸고 몇 걸음 가고 , 또 한 번 싸고 몇 걸음 가고…… 하는 것은 ‘ 더딤 ’이지요. 더딜 지 지 연 (遲 延 : 더디게 끎 ) , 지체(遲滯), 지각(遲刻)"
尾,꼬리 미,尸毛,尸(주검(몸) 시) 毛(털 모),ok,꼬리 미(尾),http://tonghanja.com/%ea%bc%ac%eb%a6%ac-%eb%af%b8%e5%b0%be/,"尾 .3급Ⅱ 尸: 주검(몸) 시 毛: 털 모 몸(尸)의 엉덩이에 달린 털(毛)은? 몸 의 엉덩이에 달린 털 은 ‘ 꼬리 ’이지요. 꼬리 미 말 미 ( 末 尾: 어떤 사물의 맨 끝 꼬리 부분 ) , 후미(後尾), 미행(尾行)"
展,펼 전,,,none,펼 전(展),http://tonghanja.com/%ed%8e%bc-%ec%a0%84%e5%b1%95/,"展 .5급Ⅱ 尸: 몸 시 : (양손)의 이형 : 衣(옷 의)의 이형 몸(尸)을 굽히고 양손( )으로 접힌 옷( )에 하는 것은? 몸 을 굽히고 양손 으로 위쪽과 왼쪽이 접힌 옷 에 하는 것은 옷을 ‘ 폄 ’이지요. 펼 전 전 개 (展 開 : 펴서 엶 ) , 전시(展示), 발전(發展)"
刷,인쇄할 쇄,刀尸巾,尸(주검(몸) 시) 巾(수건(천) 건) 刂(칼 도),ok,인쇄할 쇄(刷),http://tonghanja.com/%ec%9d%b8%ec%87%84%ed%95%a0-%ec%87%84%e5%88%b7/,"刷 .3급Ⅱ 尸: 주검(몸) 시 巾: 수건(천) 건 刂: 칼 도 몸(尸)을 굽히고 천(巾)에 칼(刂)로 새긴 문양을 박는 것은? 몸 을 굽히고 천 에 칼 로 새긴 문양을 박는 것은 ‘ 인쇄함 ’이지요. 인쇄할 쇄 인 쇄 ( 印 刷: 천이나 종이 등에 문양을 박아 냄 ) , 별쇄(別刷), 쇄신(刷新)"
濁,흐릴 탁,水蜀,氵(물 수) 蜀(애벌레 촉),ok,흐릴 탁(濁),http://tonghanja.com/%ed%9d%90%eb%a6%b4-%ed%83%81%e6%bf%81/,"濁 .3급 氵: 물 수 蜀: 애벌레 촉 물(氵)인데 애벌레(蜀)가 들어 있는 것은? 물 인데 모기나 파리 따위의 애벌레 가 들어 있는 것은 ‘ 흐림 ’이지요. 흐릴 탁 탁 함 (濁 함 : 액체나 공기 등이 깨끗하지 않고 흐림) , 탁류(濁流), 혼탁(混濁)"
獨,홀로 독,犬蜀,犭(개 견) 蜀(애벌레 촉),ok,홀로 독(獨),http://tonghanja.com/%ed%99%80%eb%a1%9c-%eb%8f%85%e7%8d%a8/,"獨 .5급Ⅱ 犭: 개 견 蜀: 애벌레 촉 개(犭)가 애벌레(蜀)처럼 된 것은? 개 가, 어릴 때부터 홀로 사는 애벌레 처럼 된 것은 ‘ 홀로 ’이지요. 홀로 독 독 거 (獨 居 : 홀로 삶 ) , 독립(獨立), 고독(孤獨)"
觸,닿을 촉,蜀角,角(뿔 각) 蜀(애벌레 촉),ok,닿을 촉(觸),http://tonghanja.com/%eb%8b%bf%ec%9d%84-%ec%b4%89%e8%a7%b8/,"觸 .3급Ⅱ 角: 뿔 각 蜀: 애벌레 촉 애벌레(蜀)의 뿔(角)이 하는 것은? 애벌레 의 뿔 인 더듬이가 하는 것은 사물에 ‘ 닿음 ’이지요. 닿을 촉 접 촉 ( 接 觸: 서로 이어져 닿음) , 감촉(感觸), 촉수(觸手)"
燭,촛불 촉,火蜀,火(불 화) 蜀(애벌레 촉),ok,촛불 촉(燭),http://tonghanja.com/%ec%b4%9b%eb%b6%88-%ec%b4%89%e7%87%ad/,"燭 .3급 火: 불 화 蜀: 애벌레 촉 불(火)인데 애벌레(蜀) 같은 것은? 불 인데 애벌레 같이 꿈틀대는 것은 ‘ 촛불 ’이지요. 촛불 촉 촉 화 (燭 火 : 촛불) , 화촉(華燭), 통촉(洞燭)"
蜀,애벌레 촉,勹网虫,罒(모양) 勹(쌀 포) 虫(벌레 충),ok,애벌레 촉(蜀),http://tonghanja.com/%ec%95%a0%eb%b2%8c%eb%a0%88-%ec%b4%89%e8%9c%80/,蜀 .1급Ⅱ 罒: 모양 勹: 쌀 포 虫: 벌레 충 많은 마디(罒)에 싸인(勹) 벌레(虫)는? 많은 마디 에 싸인 벌레 는 ‘ 애벌레 ’이지요. 애벌레 촉 * ‘蜀’은 ‘나라 이름 촉’이라고도 합니다.
解,풀 해,刀牛角,角(뿔 각) 刀(칼 도) 牛(소 우),ok,풀 해(解),http://tonghanja.com/%ed%92%80-%ed%95%b4%e8%a7%a3/,"解 .4급Ⅱ 角: 뿔 각 刀: 칼 도 牛: 소 우 소(牛)의 뿔(角)을 칼(刀)로 자르는 것은? 소 의 뿔 을 칼 로 자르는 것은 뿔을 ‘ 풂 ’이지요. 풀 해 해 제 (解 除 : 풀어 없앰 ) , 해체(解體) , 분해(分解) * 풀다: 묶이거나 얽히거나 합쳐진 것을 그렇지 않은 상태로 되게 하다."
角,뿔 각,,양(肉(고기 육)의 이형),image,뿔 각(角),http://tonghanja.com/%eb%bf%94-%ea%b0%81%e8%a7%92/,"角 .6급Ⅱ : 모양 : 肉(고기 육)의 이형 뿔( )인데 살( ) 위로 솟은 것은? 뿔 인데 살 위로 솟은 것은 ‘ 뿔 ’이지요. 뿔 각 두 각 ( 頭 角: 머리에 있는 뿔) , 각도(角度), 삼각형(三角形)"
印,도장 인,,,none,도장 인(印),http://tonghanja.com/%eb%8f%84%ec%9e%a5-%ec%9d%b8%e5%8d%b0/,"印 .4급Ⅱ 손( )으로 쥐는 나무토막(卩)은? 손 으로 쥐는 길쭉한 나무토막 은 ‘ 도장 (圖章)’이지요. 도장 인 인 장 (印 章 : 도장) , 인감(印鑑), 인쇄(印刷)"
鑄,쇠 불릴 주,壽金,金(쇠 금) 壽(목숨 수),ok,쇠 불릴 주(鑄),http://tonghanja.com/%ec%87%a0-%eb%b6%88%eb%a6%b4-%ec%a3%bc%e9%91%84/,"鑄 .3급Ⅱ 金: 쇠 금 壽: 목숨 수 쇠(金)에 목숨(壽)을 불어넣는 일은? 쇠 에 새로운 목숨 을 불어넣는 일은 ‘ 쇠 불림 ’이지요. 쇠 불릴 주 주 조 (鑄 造 : 쇠 를 불려 물건을 만듦 ) , 주물(鑄物), 주괴(鑄塊) * 쇠 불리다: 형태나 성질을 바꾸려고 쇠를 불에 달구어 무르게 하다."
壽,목숨 수,,,none,목숨 수(壽),http://tonghanja.com/%eb%aa%a9%ec%88%a8-%ec%88%98%e5%a3%bd/,"壽 .3급Ⅱ 士: 모양 : 모양 工: 左의 이형 ㅁ: 右의 이형 寸: 마디 촌 사람(士)이 시간선( )상에서 존재하는 좌(工)우(口) 마디(寸)는? 사람 이 시간선 상에서 존재하는 좌우 마디 는 날 때부터 죽을 때까지의 ‘ 목숨 ’이지요. 목숨 수 수 명 (壽 命 : 목숨 을 유지하고 있는 기간 ) , 천수(天壽), 장수(長壽)"
尋,찾을 심,,,none,찾을 심(尋),http://tonghanja.com/%ec%b0%be%ec%9d%84-%ec%8b%ac%e5%b0%8b/,尋 .3급 : 모양 工: 左의 이형 ㅁ: 右의 이형 寸: 모양 손을 상( )하(寸)좌(工)우(口)로 움직이는 것은? 손 을 상하좌우 로 움직이는 것은 무엇을 ‘ 찾음 ’이지요. 찾을 심 추 심 ( 推 尋: 손을 내밀어 찾아 냄 )
隨,따를 수,辵隋,隋(수나라(떨어질) 수) 辶(갈 착),ok,따를 수(隨),http://tonghanja.com/%eb%94%b0%eb%a5%bc-%ec%88%98%e9%9a%a8/,"隨 .3급Ⅱ 隋: 수나라(떨어질) 수 辶: 갈 착 떨어져(隋) 가는(辶) 것은? 앞사람과 떨어져 가는 것은 앞사람을 ‘ 따름 ’이지요. 따를 수 수 행 (隨 行 : 따라 감 ) , 수반(隨伴), 부수적(附隨的)"
墮,떨어질 타,土隋,隋(수나라(떨어질) 수) 土(흙(땅) 토),ok,떨어질 타(墮),http://tonghanja.com/%eb%96%a8%ec%96%b4%ec%a7%88-%ed%83%80%e5%a2%ae/,墮 .3급 隋: 수나라(떨어질) 수 土: 흙(땅) 토 땅(土)으로 떨어지는(隋) 것은? 땅 으로 떨어지는 것은 ‘ 떨어짐 ’이지요. 떨어질 타 타 락 (墮 落 : 구렁텅이 따위로 떨어짐 )
隋,수나라 수,左月阝,阝(언덕 부) 左(왼 좌) 月(고기(몸) 육),ok,수나라 수(隋),http://tonghanja.com/%ec%88%98%eb%82%98%eb%9d%bc-%ec%88%98%e9%9a%8b/,"隋 .1급Ⅱ 阝: 언덕 부 左: 왼 좌 月: 고기(몸) 육 언덕(阝)에서 왼(左)쪽으로 몸(月)이 하는 것은? ‘ 隋 ’는 언덕 에서 왼 쪽으로 몸 이 하는 것인 ‘ 떨어짐 ’을 나타낸 글자였으나, 후에 수나라의 이름자로 쓰여 ‘ 수나라 ’를 뜻하게 되었답니다. 수나라 수"
佐,도울 좌,人左,亻(사람 인) 左(왼 좌),ok,도울 좌(佐),http://tonghanja.com/%eb%8f%84%ec%9a%b8-%ec%a2%8c%e4%bd%90/,"佐 .3급 亻: 사람 인 左: 왼 좌 사람(亻)이 왼(左)손처럼 하는 것은? 사람 이 왼 손처럼 하는 것은 상대를 ‘ 도움 ’이지요. 도울 좌 보 좌 ( 補 佐: 상관의 일을 도움) , 보좌관(補佐官) * 왼손은 오른손이 하는 일을 돕지요."
左,왼 좌,工,工(장인 공),ok,왼 좌(左),http://tonghanja.com/%ec%99%bc-%ec%a2%8c%e5%b7%a6/,"左 .7급Ⅱ : 또(손) 우 工: 장인 공 공구(工)를 잡을 때 쓰는 손( )은? 자 따위의 공구 를 잡을 때 쓰는 손 은 ‘ 왼 ’손이지요. 왼 좌 좌 측 (左 側 : 왼 쪽 ) , 좌파(左派), 좌회전( 左 回 轉 )"
諾,허락할 낙,若言,言(말씀(말) 언) 若(같을 약),ok,허락할 낙(諾),http://tonghanja.com/%ed%97%88%eb%9d%bd%ed%95%a0-%eb%82%99%e8%ab%be/,"諾 .3급Ⅱ 言: 말씀(말) 언 若: 같을 약 말(言)인데 같으면(若) 하는 것은? 말 인데 상대의 청이 내 뜻과 같으면 하는 것은 ‘ 허락함 ’이지요. 허락할 낙 허 락 ( 許 諾: 청을 들어주어 하게 함 ) , 수락(受諾), 승낙(承諾)"
若,같을 약,右艸,艹(풀 초) 右(오른 우),ok,같을 약(若),http://tonghanja.com/%ea%b0%99%ec%9d%84-%ec%95%bd%e8%8b%a5/,"若 .3급Ⅱ 艹: 풀 초 右: 오른 우 풀(艹)인데 오른(右)손으로 뽑는 것은? 풀 인데 오른 손으로 골라 뽑는 것은 종류가 ‘ 같음 ’이지요. 같을 약 만 약 ( 萬 若: 만일 그와 같으면 ), 약간(若干), 명약관화(明若觀火)"
右,오른 우,,,image,오른 우(右),http://tonghanja.com/%ec%98%a4%eb%a5%b8-%ec%9a%b0%e5%8f%b3/,"右 .7급Ⅱ : 또(손) 우 ㅁ: 입 구 입(ㅁ)으로 먹을 때 쓰는 손( )은? 입 으로 음식을 먹을 때 쓰는 손 은 ‘ 오른 ’손이지요. 오른 우 우 측 (右 側 : 오른 쪽 ) , 우파(右派), 우회전(右回轉)"
丈,어른 장,,,none,어른 장(丈),http://tonghanja.com/%ec%96%b4%eb%a5%b8-%ec%9e%a5%e4%b8%88/,"丈 .3급Ⅱ 손( )으로 지팡이( )를 짚는 이는? 손 으로 지팡이 를 짚는 이는 ‘ 어른 ’이지요. 어른 장 노인 장 ( 老人 丈: 늙은 사람인 어른) , 장인(丈人), 장모(丈母)"
題,제목 제,是頁,是(옳을 시) 頁(머리 혈),ok,제목 제(題),http://tonghanja.com/%ec%a0%9c%eb%aa%a9-%ec%a0%9c%e9%a1%8c/,"題 .6급Ⅱ 是: 옳을 시 頁: 머리 혈 옳게(是) 머리(頁)에 다는 것은? 옳게 정하여 머리 부분에 다는 것은 ‘ 제목 ’이지요. 제목 제 제 목 (題 目 : 저작물의 이름 ) , 화제(話題), 문제(問題)"
提,끌 제,手是,扌(손 수) 是(옳을 시),ok,끌 제(提),http://tonghanja.com/%eb%81%8c-%ec%a0%9c%e6%8f%90/,"提 .4급Ⅱ 扌: 손 수 是: 옳을 시 손(扌)으로 옳은(是) 방향으로 이동시키는 것은? 손 으로 대상을 옳은 방향으로 이동시키는 것은 ‘ 끎 ’이지요. 끌 제 제공(提供), 제시(提示), 제출(提出)"
堤,둑 제,土是,土(흙 토) 是(옳을 시),ok,둑 제(堤),http://tonghanja.com/%eb%91%91-%ec%a0%9c%e5%a0%a4/,"堤 .3급 土: 흙 토 是: 옳을 시 흙(土)인데 옳게(是) 흐르게 하는 것은? 흙 인데 강물이나 냇물 등을 옳게 흐르게 하는 것은 ‘ 둑 ’이지요. 둑 제 제 방 (堤 防 : 물이 넘쳐 들어오지 못하게 물가에 쌓은 둑) , 방조제(防潮堤), 방파제(防波堤)"
是,옳을 시,日,日(날(해)) 일(正(바를 정)의 이형),ok,옳을 시(是),http://tonghanja.com/%ec%98%b3%ec%9d%84-%ec%8b%9c%e6%98%af/,"是 .4급Ⅱ 日: 날(해) 일 : 正(바를 정)의 이형 해(日)처럼 바른( ) 것은? 해 처럼 명백하게 바른 것은 ‘ 옳음 ’이지요. 옳을 시 시 인 (是 認 : 옳다 고 인정함 ) , 시비(是非), 역시(亦是)"
焉,어찌 언,,,none,어찌 언(焉),http://tonghanja.com/%ec%96%b4%ec%b0%8c-%ec%96%b8%e7%84%89/,"焉 .3급 부리( )와 머리통( )과 머리깃( )과 날개 및 몸통 및 꼬리( )로 된 것은? ‘ 焉 ’은 부리 와 머리통 과 머리깃 과 날개 및 몸통 및 꼬리 로 된 어떤 ‘ 새 ’를 본뜬 글자였으나, 후에 이 새는 어찌 머리에 깃이 있는가 하여 ‘ 어찌 ’란 뜻으로 쓰이게 되었답니다. 어찌 언 언감생심(焉敢生心)"
症,증세 증,正疒,疒(병들어 기댈(병) 녁) 正(바를 정),ok,증세 증(症),http://tonghanja.com/%ec%a6%9d%ec%84%b8-%ec%a6%9d%e7%97%87/,"症 .3급Ⅱ 疒: 병들어 기댈(병) 녁 正: 바를 정 병(疒)을 바르게(正) 진단하게 하는 것은? 병 을 바르게 진단하게 하는 것은 병의 ‘ 증세 ’이지요. 증세 증 증 세 (症 勢 : 병에 걸렸을 때 나타나는 여러 가지 상태나 형세 ) , 증상(症狀), 통증(痛症)"
整,가지런할 정,攵束正,束(묶을 속) 攵(칠 복) 正(바를 정),ok,가지런할 정(整),http://tonghanja.com/%ea%b0%80%ec%a7%80%eb%9f%b0%ed%95%a0-%ec%a0%95%e6%95%b4/,"整 .4급 束: 묶을 속 攵: 칠 복 正: 바를 정 묶고(束) 쳐서(攵) 바르게(正) 하면? 땔감 따위의 나무를 줄로 묶고 끝을 쳐서 바르게 하면 ‘ 가지런함 ’이지요. 가지런할 정 정 리 (整 理 : 흐트러진 것을 가지런하게 다스림 ) , 정돈(整頓), 정렬(整列)"
定,정할 정,宀,宀(집) 면(正(바를 정)의 이형),ok,정할 정(定),http://tonghanja.com/%ec%a0%95%ed%95%a0-%ec%a0%95%e5%ae%9a/,"定 .6급 宀: 집 면 : 正(바를 정)의 이형 집(宀)을 바르게( ) 하는 것은? 집 을 바르게 하는 것은 물건의 자리를 ‘ 정함 ’이지요. 정할 정 정 함 (定 함 : 선택하거나 판단하여 뜻을 굳힘 ) , 선정(選定), 결정(決定)"
政,정사 정,攵正,正(바를 정) 攵(칠(때릴) 복),ok,정사 정(政),http://tonghanja.com/%ec%a0%95%ec%82%ac-%ec%a0%95%e6%94%bf/,"政 .4급Ⅱ 正: 바를 정 攵: 칠(때릴) 복 바름(正)을 구현하려고 때리는(攵) 것은? 바름 을 구현하려고 범죄자 따위를 때리는 것은 ‘ 정사 ’이지요. 정사 정 정 사 (政 事 : 정치 또는 행정상의 일 ) , 정치(政治), 행정(行政)"
征,칠 정,彳正,彳(조금 걸을(갈) 척) 正(바를 정),ok,칠 정(征),http://tonghanja.com/%ec%b9%a0-%ec%a0%95%e5%be%81/,"征 .3급Ⅱ 彳: 조금 걸을(갈) 척 正: 바를 정 가서(彳) 바름(正)을 구현하는 것은? 가서 바름 을 구현하는 것은 적을 ‘ 침 ’이지요. 칠 정 정 벌 (征 伐 : 적의 무리를 침) , 정복(征服), 원정(遠征)"
正,바를 정,止,止(그칠(발) 지),ok,바를 정(正),http://tonghanja.com/%eb%b0%94%eb%a5%bc-%ec%a0%95%e6%ad%a3/,"正 .7급Ⅱ ￣: 모양 止: 그칠(발) 지 국경(￣)을 발(止)로 건너 구현하는 것은? 국경 을 발 로 건너 적에게 구현하는 것은 ‘ 바름 ’이지요. 바를 정 정 의 (正 義 : 바르고 옳은 도리 ) , 정도(正道), 정당(正當)"
賴,의지할 뢰,刀束貝,束(묶을 속) 刀(칼 도) 貝(조개(돈) 패),ok,의지할 뢰(賴),http://tonghanja.com/%ec%9d%98%ec%a7%80%ed%95%a0-%eb%a2%b0%e8%b3%b4/,"賴 .3급Ⅱ 束: 묶을 속 刀: 칼 도 貝: 조개(돈) 패 묶어놓은(束) 칼(刀)이나 돈(貝)에 하는 것은? 몸에 묶어놓은 칼 이나 돈 에 하는 것은 ‘ 의뢰함 ’이지요. 의뢰할 뢰 의 뢰 ( 依 賴: 의지함 ) , 신뢰(信賴), 무뢰한(無賴漢)"
側,곁 측,人刀貝,亻(사람 인) 貝(조개(돈) 패) 刂(칼 도),ok,곁 측(側),http://tonghanja.com/%ea%b3%81-%ec%b8%a1%e5%81%b4/,"側 .3급Ⅱ 亻: 사람 인 貝: 조개(돈) 패 刂: 칼 도 사람(亻)이 돈(貝)이나 칼(刂)을 차는 곳은? 사람 이 돈 이나 칼 을 차는 곳은 편의성과 활동성이 뛰어난 ‘ 곁 ’이지요. 곁 측 측 면 (側 面 : 곁 에 있는 면/ 옆면 ) , 좌측(左側), 우측(右側) * 곁: 어떤 대상의 옆."
測,헤아릴 측,則水,氵(물 수) 則(법칙 칙),ok,헤아릴 측(測),http://tonghanja.com/%ed%97%a4%ec%95%84%eb%a6%b4-%ec%b8%a1%e6%b8%ac/,"測 .4급Ⅱ 氵: 물 수 則: 법칙 칙 물(氵)을 법칙(則)대로 재는 것은? 물 의 양을 정해진 법칙 대로 재는 것은 ‘ 헤아림 ’이지요. 헤아릴 측 측 정 (測 定 : 헤아려 정함 ) , 측량(測量), 계측(計測)"
